reactive_energy_cost,imbalance_cost,harmonic_cost,neutral_current_cost,baseline_active_energy_cost
13950,35757.0000000008,3.2205195,2709.0075,222225
10575,39359.9999999996,3.222747,522.72,219600
8775,36899.9999999996,3.2233707,2929.6875,215100
8025,36809.9999999996,3.2239053,1566.3675,213075
7950,38459.9999999996,3.2231925,851.7675,212850
7950,39660.0000000015,3.2247072,3791.4075,212625
8250,38130.0000000003,3.2231925,483.87,211125
43725,5838.43000000043,3.1443714,3057.78375,213300
59550,6484.79999999988,3.1072896,4879.786275,212550
62400,5124.48000000003,3.104784,4060.8072,216300
63900,4863.36000000004,3.104784,2091.7512,218475
62400,4422.25000000009,3.1048704,141.12,211950
59775,3100.79999999991,3.1068576,3203.2008,195975
56175,3491.24999999994,3.1110912,1343.6928,188025
55725,4042.24999999989,3.1092768,3398.1768,187275
59250,5729.45000000005,3.1065984,91.9368,198525
58050,6324.48000000022,3.1361652,2020.478475,213975
58800,5510.40000000017,3.1353795,958.619475,215025
60450,5612.15999999988,3.1365144,546.1779,219150
64125,6215.9999999999,3.1024512,536.6088,224700
67650,5406.72000000013,3.0997728,367.7472,235800
72600,4417.50000000017,3.0964896,1749.9528,246000
72975,3548.15999999985,3.09528,5910.0192,250875
70725,4815.35999999999,3.0957984,3722.1192,251325
74625,3453.12000000001,3.0929472,665.3952,254775
81600,2238.20000000002,3.0886272,1056.1608,264975
77400,1001.29999999995,3.0920832,4324.5,261150
76275,1003.20000000004,3.0924288,35.28,259425
65175,5152.6399999999,3.0960576,1499.4939,252525
29025,12687.9999999997,3.1753764,538.68,249000
28575,15930.0000000006,3.2087583,3996.75,251850
26025,15103.9999999997,3.2108076,1152.48,248775
27900,13663.9999999997,3.1776696,3188.28,248475
31125,12577.9500000005,3.1749354,414.1875,251100
31350,14726.2500000001,3.1762584,748.92,251400
30750,16541.0000000002,3.1790808,12.6075,250575
2457525,443646.719999991,3.1759056,353.8836,2457525
43575,4527.60000000002,3.176082,2471.997825,248775
42600,4568.76000000001,3.1763466,93.1392,245850
43275,5130.29999999971,3.176082,4610.5092,250500
39000,5429.16000000021,3.178287,6094.7073,248625
38550,5085.62999999997,3.176523,4232.435625,250800
41475,3476.87999999992,3.1731714,611.589825,253950
46350,3113.46000000011,3.171672,1182.067425,249675
57750,4881.04000000005,3.134943,592.8216,247050
59925,5362.56000000021,3.1031424,1095.2076,226200
40200,6908.01999999992,3.1476015,4763.887425,205800
27225,6332.04000000025,3.2163318,5367.87,205050
26925,5593.49999999968,3.214728,1260.75,206025
24300,4474.8000000007,3.2174901,1386.75,203850
42150,5090.12000000001,3.1457682,2313.19935,207300
57000,6822.72000000011,3.109536,31.6899,207300
58050,6028.80000000008,3.1105728,2523.850275,208650
35025,8682.80000000073,3.1514427,26.73,203475
13200,41328,3.2275584,1512.0075,205575
12225,41662.0000000005,3.2283603,2082.9675,207825
13125,42479.9999999991,3.2274693,56.7675,213450
15525,40108.0000000005,3.193281,4680.75,205350
12075,42444,3.228093,604.92,199950
15600,22494.0000000004,3.2259546,487.6875,198300
26925,7270.55999999941,3.215619,4118.1075,212550
26175,7056.72000000027,3.2144607,2326.8675,205725
23250,9139.67999999979,3.1870188,4252.5675,179475
24000,9141.66000000036,3.1864014,4040.67,179625
19725,11208.7800000001,3.191076,5611.6875,177750
9300,37115.9999999999,3.2268456,15.87,176700
13125,27089.9999999997,3.221856,3953.07,178575
10800,39146.0000000005,3.2223015,184.8675,182400
9900,39624.0000000001,3.2232816,75,181650
12225,43479.9999999991,3.1869306,792.1875,184800
25350,10636.5599999992,3.1777578,5380.5675,184575
25425,9925.7399999996,3.1793454,0,181200
